[2025-08-05T08:15:01.243+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-08-05T08:44:09.766+0000] {History_Min.py:52} INFO - ✅ Đã lưu L63
[2025-08-05T08:44:11.289+0000] {History_Min.py:52} INFO - ✅ Đã lưu LAI
[2025-08-05T08:44:12.080+0000] {History_Min.py:52} INFO - ✅ Đã lưu LCC
[2025-08-05T08:44:13.723+0000] {History_Min.py:52} INFO - ✅ Đã lưu LCM
[2025-08-05T08:44:13.909+0000] {History_Min.py:52} INFO - ✅ Đã lưu LCS
[2025-08-05T08:44:14.596+0000] {History_Min.py:52} INFO - ✅ Đã lưu LDW
[2025-08-05T08:44:16.660+0000] {History_Min.py:52} INFO - ✅ Đã lưu LG9
[2025-08-05T08:44:16.700+0000] {History_Min.py:52} INFO - ✅ Đã lưu LGM
[2025-08-05T08:44:17.978+0000] {History_Min.py:52} INFO - ✅ Đã lưu LIC
[2025-08-05T08:44:19.283+0000] {History_Min.py:52} INFO - ✅ Đã lưu LKW
[2025-08-05T08:44:19.621+0000] {History_Min.py:52} INFO - ✅ Đã lưu LLM
[2025-08-05T08:44:20.472+0000] {History_Min.py:52} INFO - ✅ Đã lưu LM3
[2025-08-05T08:44:21.800+0000] {History_Min.py:52} INFO - ✅ Đã lưu LM7
[2025-08-05T08:44:22.195+0000] {History_Min.py:52} INFO - ✅ Đã lưu LMC
[2025-08-05T08:44:24.465+0000] {History_Min.py:52} INFO - ✅ Đã lưu LMI
[2025-08-05T08:44:24.742+0000] {History_Min.py:52} INFO - ✅ Đã lưu LNC
[2025-08-05T08:44:24.746+0000] {History_Min.py:52} INFO - ✅ Đã lưu LMH
[2025-08-05T08:44:26.963+0000] {History_Min.py:52} INFO - ✅ Đã lưu LO5
[2025-08-05T08:44:27.296+0000] {History_Min.py:52} INFO - ✅ Đã lưu LQN
[2025-08-05T08:44:27.799+0000] {History_Min.py:52} INFO - ✅ Đã lưu LPT
[2025-08-05T08:44:29.915+0000] {History_Min.py:52} INFO - ✅ Đã lưu LTC
[2025-08-05T08:44:32.183+0000] {History_Min.py:52} INFO - ✅ Đã lưu LSG
[2025-08-05T08:44:32.717+0000] {History_Min.py:52} INFO - ✅ Đã lưu LUT
[2025-08-05T08:44:34.984+0000] {History_Min.py:52} INFO - ✅ Đã lưu LTG
[2025-08-05T08:44:35.440+0000] {History_Min.py:52} INFO - ✅ Đã lưu M10
[2025-08-05T08:44:35.498+0000] {History_Min.py:52} INFO - ✅ Đã lưu MA1
[2025-08-05T08:44:37.274+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=MBN
[2025-08-05T08:44:37.278+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho MBN
[2025-08-05T08:44:38.110+0000] {History_Min.py:52} INFO - ✅ Đã lưu MBT
[2025-08-05T08:44:39.957+0000] {History_Min.py:52} INFO - ✅ Đã lưu MCG
[2025-08-05T08:44:40.447+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=MDA
[2025-08-05T08:44:40.451+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho MDA
[2025-08-05T08:44:42.775+0000] {History_Min.py:52} INFO - ✅ Đã lưu MDF
[2025-08-05T08:44:43.307+0000] {History_Min.py:52} INFO - ✅ Đã lưu MEC
[2025-08-05T08:44:45.298+0000] {History_Min.py:52} INFO - ✅ Đã lưu MCH
[2025-08-05T08:44:45.371+0000] {History_Min.py:52} INFO - ✅ Đã lưu MEF
[2025-08-05T08:44:45.809+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=MES
[2025-08-05T08:44:45.813+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho MES
[2025-08-05T08:44:48.661+0000] {History_Min.py:52} INFO - ✅ Đã lưu MGG
[2025-08-05T08:44:49.460+0000] {History_Min.py:52} INFO - ✅ Đã lưu MGC
[2025-08-05T08:44:51.441+0000] {History_Min.py:52} INFO - ✅ Đã lưu MGR
[2025-08-05T08:44:52.570+0000] {History_Min.py:52} INFO - ✅ Đã lưu MH3
[2025-08-05T08:44:52.663+0000] {History_Min.py:52} INFO - ✅ Đã lưu MFS
[2025-08-05T08:44:53.797+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=MHL
[2025-08-05T08:44:53.801+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho MHL
[2025-08-05T08:44:54.967+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=MIM
[2025-08-05T08:44:54.971+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho MIM
[2025-08-05T08:44:55.062+0000] {History_Min.py:52} INFO - ✅ Đã lưu MIE
[2025-08-05T08:44:56.420+0000] {History_Min.py:52} INFO - ✅ Đã lưu MKP
[2025-08-05T08:44:57.462+0000] {History_Min.py:52} INFO - ✅ Đã lưu MLC
[2025-08-05T08:44:58.095+0000] {History_Min.py:52} INFO - ✅ Đã lưu MLS
[2025-08-05T08:44:59.976+0000] {History_Min.py:52} INFO - ✅ Đã lưu MNB
[2025-08-05T08:45:00.687+0000] {History_Min.py:52} INFO - ✅ Đã lưu MND
[2025-08-05T08:45:01.630+0000] {History_Min.py:52} INFO - ✅ Đã lưu MML
[2025-08-05T08:45:03.450+0000] {History_Min.py:52} INFO - ✅ Đã lưu MPT
[2025-08-05T08:45:04.194+0000] {History_Min.py:52} INFO - ✅ Đã lưu MPY
[2025-08-05T08:45:05.725+0000] {History_Min.py:52} INFO - ✅ Đã lưu MPC
[2025-08-05T08:45:05.956+0000] {History_Min.py:52} INFO - ✅ Đã lưu MQB
[2025-08-05T08:45:06.842+0000] {History_Min.py:52} INFO - ✅ Đã lưu MQN
[2025-08-05T08:45:08.265+0000] {History_Min.py:52} INFO - ✅ Đã lưu MRF
[2025-08-05T08:45:10.572+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=MTB
[2025-08-05T08:45:10.577+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho MTB
[2025-08-05T08:45:11.487+0000] {History_Min.py:52} INFO - ✅ Đã lưu MTA
[2025-08-05T08:45:13.178+0000] {History_Min.py:52} INFO - ✅ Đã lưu MTC
[2025-08-05T08:45:14.264+0000] {History_Min.py:52} INFO - ✅ Đã lưu MTG
[2025-08-05T08:45:14.773+0000] {History_Min.py:52} INFO - ✅ Đã lưu MSR
[2025-08-05T08:45:15.680+0000] {History_Min.py:52} INFO - ✅ Đã lưu MTH
[2025-08-05T08:45:17.394+0000] {History_Min.py:52} INFO - ✅ Đã lưu MTL
[2025-08-05T08:45:17.532+0000] {History_Min.py:52} INFO - ✅ Đã lưu MTP
[2025-08-05T08:45:18.289+0000] {History_Min.py:52} INFO - ✅ Đã lưu MTS
[2025-08-05T08:45:19.806+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=MTX
[2025-08-05T08:45:19.810+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho MTX
[2025-08-05T08:45:19.973+0000] {History_Min.py:52} INFO - ✅ Đã lưu MTV
[2025-08-05T08:45:22.146+0000] {History_Min.py:52} INFO - ✅ Đã lưu MVC
[2025-08-05T08:45:23.725+0000] {History_Min.py:52} INFO - ✅ Đã lưu MZG
[2025-08-05T08:45:24.849+0000] {History_Min.py:52} INFO - ✅ Đã lưu NAC
[2025-08-05T08:45:24.970+0000] {History_Min.py:52} INFO - ✅ Đã lưu MVN
[2025-08-05T08:45:26.468+0000] {History_Min.py:52} INFO - ✅ Đã lưu NAS
[2025-08-05T08:45:27.463+0000] {History_Min.py:52} INFO - ✅ Đã lưu NAU
[2025-08-05T08:45:27.466+0000] {History_Min.py:52} INFO - ✅ Đã lưu NAW
[2025-08-05T08:45:29.485+0000] {History_Min.py:52} INFO - ✅ Đã lưu NBE
[2025-08-05T08:45:30.131+0000] {History_Min.py:52} INFO - ✅ Đã lưu NBT
[2025-08-05T08:45:31.372+0000] {History_Min.py:52} INFO - ✅ Đã lưu NCG
[2025-08-05T08:45:32.359+0000] {History_Min.py:52} INFO - ✅ Đã lưu NCS
[2025-08-05T08:45:32.787+0000] {History_Min.py:52} INFO - ✅ Đã lưu ND2
[2025-08-05T08:45:33.972+0000] {History_Min.py:52} INFO - ✅ Đã lưu NDC
[2025-08-05T08:45:34.633+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=NDF
[2025-08-05T08:45:34.637+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho NDF
[2025-08-05T08:45:35.317+0000] {History_Min.py:52} INFO - ✅ Đã lưu NDP
[2025-08-05T08:45:36.868+0000] {History_Min.py:52} INFO - ✅ Đã lưu NDT
[2025-08-05T08:45:37.152+0000] {History_Min.py:52} INFO - ✅ Đã lưu NDW
[2025-08-05T08:45:39.524+0000] {History_Min.py:52} INFO - ✅ Đã lưu NEM
[2025-08-05T08:45:39.795+0000] {History_Min.py:52} INFO - ✅ Đã lưu NGC
[2025-08-05T08:45:39.958+0000] {History_Min.py:52} INFO - ✅ Đã lưu NED
[2025-08-05T08:45:42.141+0000] {History_Min.py:52} INFO - ✅ Đã lưu NHP
[2025-08-05T08:45:42.664+0000] {History_Min.py:52} INFO - ✅ Đã lưu NHV
[2025-08-05T08:45:42.666+0000] {History_Min.py:52} INFO - ✅ Đã lưu NJC
[2025-08-05T08:45:44.481+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=NLS
[2025-08-05T08:45:44.485+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho NLS
[2025-08-05T08:45:45.275+0000] {History_Min.py:52} INFO - ✅ Đã lưu NOS
[2025-08-05T08:45:45.312+0000] {History_Min.py:52} INFO - ✅ Đã lưu NNT
[2025-08-05T08:45:46.982+0000] {History_Min.py:52} INFO - ✅ Đã lưu NQB
[2025-08-05T08:45:47.770+0000] {History_Min.py:52} INFO - ✅ Đã lưu NQN
[2025-08-05T08:45:47.797+0000] {History_Min.py:52} INFO - ✅ Đã lưu NQT
[2025-08-05T08:45:49.709+0000] {History_Min.py:52} INFO - ✅ Đã lưu NS2
[2025-08-05T08:45:50.292+0000] {History_Min.py:52} INFO - ✅ Đã lưu NSG
[2025-08-05T08:45:50.329+0000] {History_Min.py:52} INFO - ✅ Đã lưu NSL
[2025-08-05T08:45:52.373+0000] {History_Min.py:52} INFO - ✅ Đã lưu NSS
[2025-08-05T08:45:52.798+0000] {History_Min.py:52} INFO - ✅ Đã lưu NTB
[2025-08-05T08:45:55.026+0000] {History_Min.py:52} INFO - ✅ Đã lưu NTF
[2025-08-05T08:45:55.586+0000] {History_Min.py:52} INFO - ✅ Đã lưu NTT
[2025-08-05T08:45:55.616+0000] {History_Min.py:52} INFO - ✅ Đã lưu NTC
[2025-08-05T08:45:57.649+0000] {History_Min.py:52} INFO - ✅ Đã lưu NTW
[2025-08-05T08:45:58.119+0000] {History_Min.py:52} INFO - ✅ Đã lưu NVP
[2025-08-05T08:45:58.324+0000] {History_Min.py:52} INFO - ✅ Đã lưu NUE
[2025-08-05T08:46:00.184+0000] {History_Min.py:52} INFO - ✅ Đã lưu NWT
[2025-08-05T08:46:01.246+0000] {History_Min.py:52} INFO - ✅ Đã lưu NXT
[2025-08-05T08:46:02.244+0000] {History_Min.py:52} INFO - ✅ Đã lưu ODE
[2025-08-05T08:46:03.814+0000] {History_Min.py:52} INFO - ✅ Đã lưu ONW
[2025-08-05T08:46:04.783+0000] {History_Min.py:52} INFO - ✅ Đã lưu PAI
[2025-08-05T08:46:06.727+0000] {History_Min.py:52} INFO - ✅ Đã lưu PAP
[2025-08-05T08:46:08.425+0000] {History_Min.py:52} INFO - ✅ Đã lưu OIL
[2025-08-05T08:46:09.897+0000] {History_Min.py:52} INFO - ✅ Đã lưu PAS
[2025-08-05T08:46:11.498+0000] {History_Min.py:52} INFO - ✅ Đã lưu PAT
[2025-08-05T08:46:12.645+0000] {History_Min.py:52} INFO - ✅ Đã lưu PBT
[2025-08-05T08:46:12.913+0000] {History_Min.py:52} INFO - ✅ Đã lưu PBC
[2025-08-05T08:46:14.073+0000] {History_Min.py:52} INFO - ✅ Đã lưu PCC
[2025-08-05T08:46:15.443+0000] {History_Min.py:52} INFO - ✅ Đã lưu PCM
[2025-08-05T08:46:15.832+0000] {History_Min.py:52} INFO - ✅ Đã lưu PCF
[2025-08-05T08:46:16.772+0000] {History_Min.py:52} INFO - ✅ Đã lưu PDC
[2025-08-05T08:46:18.347+0000] {History_Min.py:52} INFO - ✅ Đã lưu PEC
[2025-08-05T08:46:19.602+0000] {History_Min.py:52} INFO - ✅ Đã lưu PEG
[2025-08-05T08:46:20.034+0000] {History_Min.py:52} INFO - ✅ Đã lưu PDV
[2025-08-05T08:46:20.906+0000] {History_Min.py:52} INFO - ✅ Đã lưu PEQ
[2025-08-05T08:46:23.482+0000] {History_Min.py:52} INFO - ✅ Đã lưu PHH
[2025-08-05T08:46:24.398+0000] {History_Min.py:52} INFO - ✅ Đã lưu PGB
[2025-08-05T08:46:24.765+0000] {History_Min.py:52} INFO - ✅ Đã lưu PFL
[2025-08-05T08:46:26.960+0000] {History_Min.py:52} INFO - ✅ Đã lưu PHS
[2025-08-05T08:46:27.249+0000] {History_Min.py:52} INFO - ✅ Đã lưu PID
[2025-08-05T08:46:29.552+0000] {History_Min.py:52} INFO - ✅ Đã lưu PIS
[2025-08-05T08:46:30.768+0000] {History_Min.py:52} INFO - ✅ Đã lưu PHP
[2025-08-05T08:46:32.119+0000] {History_Min.py:52} INFO - ✅ Đã lưu PIV
[2025-08-05T08:46:32.224+0000] {History_Min.py:52} INFO - ✅ Đã lưu PJS
[2025-08-05T08:46:33.567+0000] {History_Min.py:52} INFO - ✅ Đã lưu PLA
[2025-08-05T08:46:34.608+0000] {History_Min.py:52} INFO - ✅ Đã lưu PLE
[2025-08-05T08:46:34.870+0000] {History_Min.py:52} INFO - ✅ Đã lưu PLO
[2025-08-05T08:46:36.064+0000] {History_Min.py:52} INFO - ✅ Đã lưu PMJ
[2025-08-05T08:46:37.125+0000] {History_Min.py:52} INFO - ✅ Đã lưu PMT
[2025-08-05T08:46:37.387+0000] {History_Min.py:52} INFO - ✅ Đã lưu PMW
[2025-08-05T08:46:38.704+0000] {History_Min.py:52} INFO - ✅ Đã lưu PND
[2025-08-05T08:46:39.608+0000] {History_Min.py:52} INFO - ✅ Đã lưu PNG
[2025-08-05T08:46:39.949+0000] {History_Min.py:52} INFO - ✅ Đã lưu PNP
[2025-08-05T08:46:41.249+0000] {History_Min.py:52} INFO - ✅ Đã lưu PNT
[2025-08-05T08:46:42.153+0000] {History_Min.py:52} INFO - ✅ Đã lưu POB
[2025-08-05T08:46:44.886+0000] {History_Min.py:52} INFO - ✅ Đã lưu POS
[2025-08-05T08:46:45.116+0000] {History_Min.py:52} INFO - ✅ Đã lưu POV
[2025-08-05T08:46:47.371+0000] {History_Min.py:52} INFO - ✅ Đã lưu POM
[2025-08-05T08:46:48.364+0000] {History_Min.py:52} INFO - ✅ Đã lưu PPI
[2025-08-05T08:46:49.605+0000] {History_Min.py:52} INFO - ✅ Đã lưu PPH
[2025-08-05T08:46:49.746+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=PQN
[2025-08-05T08:46:49.750+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho PQN
[2025-08-05T08:46:50.923+0000] {History_Min.py:52} INFO - ✅ Đã lưu PRO
[2025-08-05T08:46:52.557+0000] {History_Min.py:52} INFO - ✅ Đã lưu PRT
[2025-08-05T08:46:53.521+0000] {History_Min.py:52} INFO - ✅ Đã lưu PSG
[2025-08-05T08:46:54.673+0000] {History_Min.py:52} INFO - ✅ Đã lưu PSB
[2025-08-05T08:46:55.350+0000] {History_Min.py:52} INFO - ✅ Đã lưu PSL
[2025-08-05T08:46:56.050+0000] {History_Min.py:52} INFO - ✅ Đã lưu PSN
[2025-08-05T08:46:57.533+0000] {History_Min.py:52} INFO - ✅ Đã lưu PSP
[2025-08-05T08:46:57.919+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTE
[2025-08-05T08:46:58.532+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTG
[2025-08-05T08:47:00.082+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTH
[2025-08-05T08:47:00.461+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTO
[2025-08-05T08:47:01.048+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTP
[2025-08-05T08:47:02.676+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTT
[2025-08-05T08:47:03.738+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVA
[2025-08-05T08:47:04.061+0000] {History_Min.py:52} INFO - ✅ Đã lưu PTV
[2025-08-05T08:47:05.376+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVE
[2025-08-05T08:47:06.367+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVH
[2025-08-05T08:47:07.377+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVL
[2025-08-05T08:47:08.439+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVM
[2025-08-05T08:47:10.297+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVR
[2025-08-05T08:47:10.415+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVO
[2025-08-05T08:47:11.216+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVV
[2025-08-05T08:47:13.015+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVY
[2025-08-05T08:47:14.424+0000] {History_Min.py:52} INFO - ✅ Đã lưu PVX
[2025-08-05T08:47:14.711+0000] {History_Min.py:52} INFO - ✅ Đã lưu PWA
[2025-08-05T08:47:15.535+0000] {History_Min.py:52} INFO - ✅ Đã lưu PWS
[2025-08-05T08:47:16.728+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=PX1
[2025-08-05T08:47:16.731+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho PX1
[2025-08-05T08:47:17.355+0000] {History_Min.py:52} INFO - ✅ Đã lưu PXA
[2025-08-05T08:47:17.822+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=PXC
[2025-08-05T08:47:17.825+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho PXC
[2025-08-05T08:47:20.523+0000] {History_Min.py:52} INFO - ✅ Đã lưu PXI
[2025-08-05T08:47:20.745+0000] {History_Min.py:52} INFO - ✅ Đã lưu PXM
[2025-08-05T08:47:24.941+0000] {History_Min.py:52} INFO - ✅ Đã lưu PXL
[2025-08-05T08:47:25.605+0000] {History_Min.py:52} INFO - ✅ Đã lưu PXT
[2025-08-05T08:47:25.628+0000] {History_Min.py:52} INFO - ✅ Đã lưu PXS
[2025-08-05T08:47:28.209+0000] {History_Min.py:52} INFO - ✅ Đã lưu QCC
[2025-08-05T08:47:28.401+0000] {History_Min.py:52} INFO - ✅ Đã lưu QHW
[2025-08-05T08:47:30.310+0000] {History_Min.py:52} INFO - ✅ Đã lưu QBS
[2025-08-05T08:47:31.076+0000] {History_Min.py:52} INFO - ✅ Đã lưu QNC
[2025-08-05T08:47:33.115+0000] {History_Min.py:52} INFO - ✅ Đã lưu QNT
[2025-08-05T08:47:33.701+0000] {History_Min.py:52} INFO - ✅ Đã lưu QNU
[2025-08-05T08:47:35.276+0000] {History_Min.py:52} INFO - ✅ Đã lưu QNS
[2025-08-05T08:47:35.664+0000] {History_Min.py:52} INFO - ✅ Đã lưu QNW
[2025-08-05T08:47:36.257+0000] {History_Min.py:52} INFO - ✅ Đã lưu QPH
[2025-08-05T08:47:37.900+0000] {History_Min.py:52} INFO - ✅ Đã lưu QSP
[2025-08-05T08:47:38.877+0000] {History_Min.py:52} INFO - ✅ Đã lưu RAT
[2025-08-05T08:47:40.537+0000] {History_Min.py:52} INFO - ✅ Đã lưu RBC
[2025-08-05T08:47:41.512+0000] {History_Min.py:52} INFO - ✅ Đã lưu RCC
[2025-08-05T08:47:43.218+0000] {History_Min.py:52} INFO - ✅ Đã lưu RCD
[2025-08-05T08:47:44.775+0000] {History_Min.py:52} INFO - ✅ Đã lưu QTP
[2025-08-05T08:47:44.830+0000] {History_Min.py:52} INFO - ✅ Đã lưu RIC
[2025-08-05T08:47:46.286+0000] {History_Min.py:52} INFO - ✅ Đã lưu RTB
[2025-08-05T08:47:47.289+0000] {History_Min.py:52} INFO - ✅ Đã lưu S12
[2025-08-05T08:47:47.366+0000] {History_Min.py:52} INFO - ✅ Đã lưu S27
[2025-08-05T08:47:48.816+0000] {History_Min.py:52} INFO - ✅ Đã lưu S72
[2025-08-05T08:47:49.833+0000] {History_Min.py:52} INFO - ✅ Đã lưu S74
[2025-08-05T08:47:49.905+0000] {History_Min.py:52} INFO - ✅ Đã lưu S96
[2025-08-05T08:47:52.167+0000] {History_Min.py:52} INFO - ✅ Đã lưu SAC
[2025-08-05T08:47:52.421+0000] {History_Min.py:52} INFO - ✅ Đã lưu SAL
[2025-08-05T08:47:52.484+0000] {History_Min.py:52} INFO - ✅ Đã lưu SAP
[2025-08-05T08:47:55.058+0000] {History_Min.py:52} INFO - ✅ Đã lưu SB1
[2025-08-05T08:47:55.909+0000] {History_Min.py:52} INFO - ✅ Đã lưu SBB
[2025-08-05T08:47:57.813+0000] {History_Min.py:52} INFO - ✅ Đã lưu SAS
[2025-08-05T08:47:58.750+0000] {History_Min.py:52} INFO - ✅ Đã lưu SBH
[2025-08-05T08:47:59.138+0000] {History_Min.py:52} INFO - ✅ Đã lưu SBD
[2025-08-05T08:48:00.479+0000] {History_Min.py:52} INFO - ✅ Đã lưu SBL
[2025-08-05T08:48:01.279+0000] {History_Min.py:52} INFO - ✅ Đã lưu SBM
[2025-08-05T08:48:01.745+0000] {History_Min.py:52} INFO - ✅ Đã lưu SBR
[2025-08-05T08:48:03.826+0000] {History_Min.py:52} INFO - ✅ Đã lưu SCC
[2025-08-05T08:48:04.353+0000] {History_Min.py:52} INFO - ✅ Đã lưu SCD
[2025-08-05T08:48:07.274+0000] {History_Min.py:52} INFO - ✅ Đã lưu SCJ
[2025-08-05T08:48:08.244+0000] {History_Min.py:52} INFO - ✅ Đã lưu SCL
[2025-08-05T08:48:09.944+0000] {History_Min.py:52} INFO - ✅ Đã lưu SCO
[2025-08-05T08:48:10.864+0000] {History_Min.py:52} INFO - ✅ Đã lưu SBS
[2025-08-05T08:48:11.385+0000] {History_Min.py:52} INFO - ✅ Đã lưu SCY
[2025-08-05T08:48:12.420+0000] {History_Min.py:52} INFO - ✅ Đã lưu SD1
[2025-08-05T08:48:13.630+0000] {History_Min.py:52} INFO - ✅ Đã lưu SD2
[2025-08-05T08:48:14.273+0000] {History_Min.py:52} INFO - ✅ Đã lưu SD3
[2025-08-05T08:48:15.122+0000] {History_Min.py:52} INFO - ✅ Đã lưu SD4
[2025-08-05T08:48:16.771+0000] {History_Min.py:52} INFO - ✅ Đã lưu SD6
[2025-08-05T08:48:16.852+0000] {History_Min.py:52} INFO - ✅ Đã lưu SD7
[2025-08-05T08:48:17.654+0000] {History_Min.py:52} INFO - ✅ Đã lưu SD8
[2025-08-05T08:48:19.319+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDB
[2025-08-05T08:48:19.959+0000] {logging_mixin.py:188} INFO - ❌ Không có dữ liệu trong JSON với symbol=SDJ
[2025-08-05T08:48:19.963+0000] {History_Min.py:38} WARNING - ⚠️ Không có dữ liệu cho SDJ
[2025-08-05T08:48:20.568+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDD
[2025-08-05T08:48:21.939+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDK
[2025-08-05T08:48:22.557+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDP
[2025-08-05T08:48:24.111+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDT
[2025-08-05T08:48:24.566+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDV
[2025-08-05T08:48:25.033+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDX
[2025-08-05T08:48:26.690+0000] {History_Min.py:52} INFO - ✅ Đã lưu SDY
[2025-08-05T08:48:27.477+0000] {History_Min.py:52} INFO - ✅ Đã lưu SEA
[2025-08-05T08:48:27.614+0000] {History_Min.py:52} INFO - ✅ Đã lưu SEP
[2025-08-05T08:48:30.036+0000] {History_Min.py:52} INFO - ✅ Đã lưu SGB
[2025-08-05T08:48:30.234+0000] {History_Min.py:52} INFO - ✅ Đã lưu SGI
[2025-08-05T08:48:32.684+0000] {History_Min.py:52} INFO - ✅ Đã lưu SGS
[2025-08-05T08:48:32.918+0000] {History_Min.py:52} INFO - ✅ Đã lưu SHC
[2025-08-05T08:48:35.567+0000] {History_Min.py:52} INFO - ✅ Đã lưu SHG
[2025-08-05T08:48:35.869+0000] {History_Min.py:52} INFO - ✅ Đã lưu SID
[2025-08-05T08:48:36.206+0000] {History_Min.py:52} INFO - ✅ Đã lưu SGP
[2025-08-05T08:48:37.987+0000] {History_Min.py:52} INFO - ✅ Đã lưu SIG
[2025-08-05T08:48:38.390+0000] {History_Min.py:52} INFO - ✅ Đã lưu SII
[2025-08-05T08:48:38.879+0000] {History_Min.py:52} INFO - ✅ Đã lưu SIV
[2025-08-05T08:48:40.539+0000] {History_Min.py:52} INFO - ✅ Đã lưu SJC
[2025-08-05T08:48:41.646+0000] {History_Min.py:52} INFO - ✅ Đã lưu SJF
[2025-08-05T08:48:41.753+0000] {History_Min.py:52} INFO - ✅ Đã lưu SJG
[2025-08-05T08:48:43.523+0000] {History_Min.py:52} INFO - ✅ Đã lưu SJM
[2025-08-05T08:48:44.460+0000] {History_Min.py:52} INFO - ✅ Đã lưu SKN
[2025-08-05T08:48:44.622+0000] {History_Min.py:52} INFO - ✅ Đã lưu SKH
[2025-08-05T08:48:46.462+0000] {History_Min.py:52} INFO - ✅ Đã lưu SKV
[2025-08-05T08:48:46.993+0000] {History_Min.py:52} INFO - ✅ Đã lưu SNC
[2025-08-05T08:48:47.423+0000] {History_Min.py:52} INFO - ✅ Đã lưu SNZ
[2025-08-05T08:48:49.102+0000] {History_Min.py:52} INFO - ✅ Đã lưu SP2
[2025-08-05T08:48:49.408+0000] {History_Min.py:52} INFO - ✅ Đã lưu SPB
[2025-08-05T08:48:49.956+0000] {History_Min.py:52} INFO - ✅ Đã lưu SPD
[2025-08-05T08:48:51.429+0000] {History_Min.py:52} INFO - ✅ Đã lưu SPH
[2025-08-05T08:48:51.961+0000] {History_Min.py:52} INFO - ✅ Đã lưu SPV
[2025-08-05T08:48:52.451+0000] {History_Min.py:52} INFO - ✅ Đã lưu SQC
[2025-08-05T08:48:54.367+0000] {History_Min.py:52} INFO - ✅ Đã lưu SSF
[2025-08-05T08:48:55.091+0000] {History_Min.py:52} INFO - ✅ Đã lưu SRB
[2025-08-05T08:48:55.803+0000] {History_Min.py:52} INFO - ✅ Đã lưu SSG
[2025-08-05T08:48:57.776+0000] {History_Min.py:52} INFO - ✅ Đã lưu SSN
[2025-08-05T08:48:59.816+0000] {History_Min.py:52} INFO - ✅ Đã lưu STH
[2025-08-05T08:49:00.005+0000] {History_Min.py:52} INFO - ✅ Đã lưu SSH
[2025-08-05T08:49:00.165+0000] {History_Min.py:52} INFO - ✅ Đã lưu STL
[2025-08-05T08:49:02.131+0000] {History_Min.py:52} INFO - ✅ Đã lưu STS
[2025-08-05T08:49:02.532+0000] {History_Min.py:52} INFO - ✅ Đã lưu STW
